Time,EEG_Channel_1
0.0,-0.47672100956839736
0.004,1.0936290445971237
0.008,1.7337646650381675
0.012,1.2572967803264365
0.016,3.3377521883253616
0.02,-0.25328888455659804
0.024,-1.7989140457596207
0.028,-1.2822266173956622
0.032,0.07314738647981489
0.036000000000000004,1.3959315110681139
0.04,3.0982705533923873
0.044,-0.5734833729527471
0.048,-1.4048459032527612
0.052000000000000005,1.3077154086682394
0.056,-0.6437748475812362
0.06,-0.1556104185749576
0.064,-2.5877630666996456
0.068,2.0229831401535945
0.07200000000000001,-0.8205368902887038
0.076,0.9692158865551759
0.08,1.1856915606836718
0.084,0.7871261727508901
0.088,-0.9343416198141983
0.092,1.4167233367163323
0.096,-0.6597265587680883
0.1,-0.12298840632047833
0.10400000000000001,-1.669449080232899
0.108,3.0957001647560545
0.112,0.20367849054306214
0.116,-0.4819015487961148
0.12,2.1899305996948866
0.124,-0.31222316878382506
0.128,0.8939793767650017
0.132,2.638631805996586
0.136,0.3067483233338869
0.14,-0.09210804870086986
0.14400000000000002,2.843293547482286
0.148,1.5349851737582532
0.152,-2.4633344372563437
0.156,-0.46519274716457487
0.16,0.8297130710760295
0.164,-0.05793719525770247
0.168,-2.876601615448612
0.17200000000000001,-1.4011706623970774
0.176,0.6922736718766567
0.18,-5.344833089666235
0.184,-4.051898810036985
0.188,0.8665716209284182
0.192,-0.8583993020770263
0.196,-0.4975996276242999
0.2,2.1473988764322685
0.20400000000000001,0.35987554259004495
0.20800000000000002,-1.7212750162100556
0.212,0.6030658576425175
0.216,0.5458835985130177
0.22,-0.6996271098265237
0.224,1.8385678032358876
0.228,3.131358469987412
0.232,0.48176475708498634
0.23600000000000002,2.075447861960479
0.24,2.2758713353687305
0.244,0.0909623161979507
0.248,2.316909521665187
0.252,-0.6960969584797124
0.256,-0.9972734857393291
0.26,-1.7815625628080292
0.264,-1.2997054262777001
0.268,-1.3419400953452643
0.272,0.4230897196023511
0.276,-0.5286972735608364
0.28,-0.7538966119276709
0.28400000000000003,-2.0334397240470534
0.28800000000000003,2.2587898782528235
0.292,-2.487742616881866
0.296,-2.6346077812095237
0.3,1.2324071958850855
0.304,-1.1191811989142606
0.308,0.2171604393725683
0.312,-1.9835371328954057
0.316,-0.9806228457823375
0.32,1.6551201952953882
0.324,2.723332988815945
0.328,1.9024427573708946
0.332,2.728919596592207
0.336,2.173702579931919
0.34,-1.44801669003341
0.34400000000000003,1.0814467863616684
0.34800000000000003,-2.357768899757521
0.352,-0.8370009497136407
0.356,-2.4577223586744545
0.36,-0.8006002141869651
0.364,-3.4237659537863063
0.368,-1.8155191166556128
0.372,0.12641112627183326
0.376,0.5930429253163532
0.38,-2.597333724495855
0.384,-2.1177413280261095
0.388,1.0954600324980253
0.392,0.39377232260128436
0.396,-0.2760156751796406
0.4,-0.44854305541502504
0.404,-2.8760531151129642
0.40800000000000003,1.5449237321803375
0.41200000000000003,-0.3599755523022272
0.41600000000000004,-3.0198483487015375
0.42,-1.4536347588987377
0.424,1.80884050060028
0.428,2.5599699776136737
0.432,-1.053802806850871
0.436,0.40713150112808566
0.44,-0.701537401506173
0.444,0.2109011137478979
0.448,-2.623229686070427
0.452,-0.20602188162539753
0.456,1.9784407780066924
0.46,0.06325765863723243
0.464,-2.2370652541887126
0.468,-0.7448244870295172
0.47200000000000003,0.8766141444241634
0.47600000000000003,-1.0448030247671916
0.48,0.10264561712899811
0.484,-0.8455503885458608
0.488,-0.8030949735706238
0.492,-2.6671674146594744
0.496,-3.3346714956980517
0.5,-0.7323750940327783
0.504,-1.7419853445478413
0.508,-0.09421286460685346
0.512,-0.03549603727340134
0.516,-0.47856775523400785
0.52,2.0245181214780836
0.524,1.0985693119985283
0.528,1.5935166422433344
0.532,0.026404063189334748
0.536,2.1716152662049755
0.54,0.17449186972367126
0.544,0.0697491672939956
0.548,3.113656013326708
0.552,-4.3946658403545795
0.556,-0.9277256229699027
0.56,0.17255300355078973
0.5640000000000001,0.01191335590775755
0.5680000000000001,-1.5291646570760398
0.5720000000000001,-3.480425584729911
0.5760000000000001,2.0652566405551402
0.58,-0.7758880923137678
0.584,-1.7379272347863806
0.588,-0.5705733698076094
0.592,-0.419344997733559
0.596,0.9677610396384597
0.6,2.285508096971119
0.604,-0.39939761691529174
0.608,1.6926467598746757
0.612,-1.4396996205656014
0.616,2.3180293497775954
0.62,-1.55017933602038
0.624,2.285548601326714
0.628,2.515735209886233
0.632,1.4172795616958043
0.636,0.3999920534411509
0.64,-2.062078198726147
0.644,3.2736141214686674
0.648,1.9374822522803563
0.652,0.1349323820233551
0.656,-4.014510585994228
